description;popularity;poster_path;vote_average;vote_count;tmdb_id;movieId;title;year;Adventure;Animation;Children;Comedy;Fantasy;Romance;Drama;Action;Crime;Thriller;Horror;Mystery;Sci-Fi;IMAX;Documentary;War;Musical;Western;Film-Noir;tmdbId;actor1;actor2;actor3;actor4;actor5;director1
Two old friends living in a dystopic future become trapped in a mysterious time loop — one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.;15.734;/mU4VeXVK18JtCZsy7i0zczlA9p7.jpg;6.082;1003.0;410199.0;163985.0;ARQ;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;410199.0;Robbie Amell;Rachael Taylor;Gray Powell;Jacob Neayem;Shaun Benson;Tony Elliott
Capturing life on the Italian island of Lampedusa, a frontline in the European migrant crisis.;5.865;/fKZCS6IBTyGX7Sl67eMLSGHFsQn.jpg;6.8;215.0;377151.0;164019.0;Fire at Sea;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;377151.0;Samuele Pucillo;Mattias Cucina;Samuele Caruana;Pietro Bartolo;Giuseppe Fragapane;Gianfranco Rosi
Combining archival footage with rotoscopic animation, Tower reveals the action-packed untold stories of the witnesses, heroes and survivors of America’s first mass school shooting, when the worst in one man brought out the best in so many others.;8.56;/sYau8BFtkQUMWDyRbpACru4cS6G.jpg;7.7;154.0;381028.0;164107.0;Tower;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;381028.0;Violett Beane;Chris Doubek;Blair Jackson;Louie Arnette;Josephine McAdam;Keith Maitland
Mike Regan is a successful, self-made man who has it all: a gorgeous wife, a beautiful teenage daughter and a sleek, state-of-the-art “smart home”. But he soon finds himself in a deadly, high-stakes game of cat-and-mouse when his I.T. consultant, Ed, starts using his skills to stalk Mike’s daughter and endanger his family, his business, and his life. In a world where there is no privacy, and personal secrets can go viral by the click of a mouse, Mike needs to rely on his old connections to defeat a new kind of nemesis.;18.714;/A5VrX0pzM2pnPNXwKO3jKTt35ux.jpg;5.417;539.0;340677.0;164141.0;I.T.;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;340677.0;Pierce Brosnan;Stefanie Scott;James Frecheville;Michael Nyqvist;Anna Friel;John Moore
A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.;34.072;/eNTalDnE6AcFKghdvws2ckguYWC.jpg;7.247;2891.0;258230.0;164175.0;A Monster Calls;2016;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;258230.0;Lewis MacDougall;Sigourney Weaver;Felicity Jones;Toby Kebbell;Liam Neeson;J. A. Bayona
Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.;72.498;/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg;7.571;15496.0;329865.0;164179.0;Arrival;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;329865.0;Amy Adams;Jeremy Renner;Forest Whitaker;Michael Stuhlbarg;Tzi Ma;Denis Villeneuve
Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...;47.841;/ylXKcKrEHSQEYLntBvYxGBI7Ld3.jpg;6.6;2021.0;332210.0;164200.0;Storks;2016;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;332210.0;Andy Samberg;Katie Crown;Kelsey Grammer;Keegan-Michael Key;Anton Starkman;Doug Sweetland
Ryota is an unpopular writer although he won a literary award 15 years ago. Now, Ryota works as a private detective. He is divorced from his ex-wife Kyoko and he has an 11-year-old son Shingo. His mother Yoshiko lives alone at her apartment. One day, Ryota, his ex-wife Kyoko, and son Shingo gather at Yoshiko's apartment. A typhoon passes and the family must stay there all night long.;7.536;/uwpBfqI1xPkSWD5PYlwypoBIkpz.jpg;7.212;257.0;374671.0;164204.0;After the Storm;2016;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;374671.0;Hiroshi Abe;Kirin Kiki;Yoko Maki;Taiyô Yoshizawa;Satomi Kobayashi;Hirokazu Kore-eda
Six children genetically cross-bred with avian DNA, complete with wings, take flight around the country to discover their origins.;7.891;/9xMMUsqz7MxQUPToJqhfYAebQBo.jpg;4.92;213.0;339116.0;164226.0;Maximum Ride;2016;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;339116.0;Allie Marie Evans;Patrick Johnson;Peter O'Brien;Lyliana Wray;Tina Huang;Jay Martin
François Gautier is stingy! Saving puts the joy, it causes pay sweats. His life is set for the sole purpose of never spend anything. A life that will switch in one day: he falls in love and discovers he has a daughter he did not know existed. Forced to lie in order to hide his terrible default, this will be the beginning for François problems. Because lie can sometimes be expensive. Very expensive…;8.41;/axdQyS20MtoBnXLpzJhn3g6etqZ.jpg;5.576;822.0;382511.0;164228.0;Radin !;2016;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382511.0;Dany Boon;Laurence Arné;Noémie Schmidt;Patrick Ridremont;Karina Marimon;Fred Cavayé
A documentary film about three cases of rape, that includes the stories of two American high school students, Audrie Pott and Daisy Coleman. At the time of the sexual assaults, Pott was 15 and Coleman was 14 years old. After the assaults, the victims and their families were subjected to abuse and cyberbullying.;6.292;/4AsrmTmKMVs8PmBnu6jNpMekoBj.jpg;7.202;168.0;376228.0;164264.0;Audrie & Daisy;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;376228.0;Daisy Coleman;Jim Fall;Delaney Henderson;Darren White;no actors;Jon Shenk
"The standup sensation tackle's TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all.";3.814;/2FtdOtH9fkpR5nFHTVIbhmX7bO3.jpg;6.412;68.0;416867.0;164268.0;Iliza Shlesinger: Confirmed Kills;2016;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;416867.0;Iliza Shlesinger;no actors;no actors;no actors;no actors;Bobcat Goldthwait
A portrait of Alejandro Jodorowsky’s young adulthood, set in the 1940s and 50s, in the electric capital city of Santiago. There, he decides to become a poet and is introduced, by destiny, into the foremost bohemian and artistic circle of the time.;6.798;/iJTWnSa3YOnD15zMME3ox9GP8XA.jpg;7.5;149.0;325385.0;164280.0;Endless Poetry;2016;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;325385.0;Adan Jodorowsky;Brontis Jodorowsky;Pamela Flores;Leandro Taub;Jeremias Herskovits;Alejandro Jodorowsky
In the future, a strange fungus has changed nearly everyone into a thoughtless, flesh-eating monster. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.;37.356;/vdCD8z55a4RNmHQDPIpuMFqoY2B.jpg;6.55;1663.0;375366.0;164367.0;The Girl with All the Gifts;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;375366.0;Sennia Nanua;Gemma Arterton;Paddy Considine;Glenn Close;Fisayo Akinade;Colm McCarthy
After refusing big and prestigious awards all over the world, Mr. Mantovani, Literature Nobel Prize winner, accepts an invitation to visit his hometown in Argentina, which has been the inspiration for all of his books. It turns out that accepting this invitation is the worse idea of his life. Expect the unexpected when you have used real people as characters in your novels!;8.756;/bH63pZizNIJoYCE6kkVoj1lzkK.jpg;7.282;206.0;408537.0;164369.0;The Distinguished Citizen;2016;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;408537.0;Oscar Martínez;Dady Brieva;Andrea Frigerio;Belén Chavanne;Nora Navas;Gastón Duprat
A reporter unearths an urban legend about a home being constructed from rooms where horrific tragedies have occurred.;8.183;/sJn5ZJ0hmp2paNAQP1HS8wym1ut.jpg;4.316;117.0;245627.0;164373.0;Abattoir;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245627.0;Jessica Lowndes;Joe Anderson;Lin Shaye;Dayton Callie;Michael Paré;Darren Lynn Bousman
Hideo Suzuki is a 35-year-old mangaka assistant, whose life seem to be stuck around his exhausting but low-paying job, unfulfilled dreams, strange hallucinations and unsatisfying relationships. He sees himself as a supporting character in his own life, has low self-esteem, resulting in frustration. One day, the world as Hideo knows it is shattered by the presence of a disease that turns people into homicidal maniacs, whose first instinct is to attack and devour the nearest human.;29.638;/4RnmHtCLtbBHD9jagVlcSzJTWX6.jpg;7.334;296.0;276624.0;164395.0;I Am a Hero;2016;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;276624.0;Yo Oizumi;Kasumi Arimura;Masami Nagasawa;Hisashi Yoshizawa;Yoshinori Okada;Shinsuke Sato
After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.;8.48;/2uu8fIzl76C9MFiUQhjKYSLKVq.jpg;7.814;1098.0;393559.0;164411.0;My Life as a Courgette;2016;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;393559.0;Gaspard Schlatter;Sixtine Murat;Paulin Jaccoud;Michel Vuillermoz;Raul Ribera;Claude Barras
While his mother is in rehab and his father is on a 'business trip' with his assistant, 14-year-old outsider Maik is spending the summer holidays bored and alone at his parents' villa, when rebellious teenager Tschick appears. Tschick, a Russian immigrant and an outcast, steals a car and decides to set off on a journey away from Berlin with Maik tagging along for the ride. So begins a wild adventure where the two experience the trip of a lifetime and share a summer that they will never forget.;7.943;/fMXPFsNFWgxi6NCmttI6GJq8pa8.jpg;6.711;227.0;384664.0;164455.0;Tschick;2016;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;384664.0;Anand Batbileg;Tristan Göbel;Mercedes Müller;Uwe Bohm;Xenia Assenza;Fatih Akin
This gripping, atmospheric documentary recounts the infamous trial, conviction and eventual acquittal of Seattle native Amanda Knox for the 2007 murder of a British exchange student in Italy.;8.421;/he85BGyoCi42KWtwkC2sXlqdkWQ.jpg;6.676;481.0;411009.0;164540.0;Amanda Knox;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;411009.0;Amanda Knox;Raffaele Sollecito;Patrick Lumumba;Giuliano Mignini;Nick Pisa;Rod Blackhurst
All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing.;26.098;/zmgsaKFWbmZ1Grz4SO0PLNxilv3.jpg;6.718;1049.0;402529.0;164546.0;All Eyez on Me;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;402529.0;Demetrius Shipp Jr.;Danai Gurira;Kat Graham;Jamal Woolard;Dominic L. Santana;Benny Boom
The strange story of John McAfee, who went from millionaire software mogul to yogi, Kurtz-like jungle recluse to potential murderer, and most recently a prospective presidential candidate for the American Libertarian Party.;4.237;/yfOVchwkgWR1q3Q4nq161I2Qyqq.jpg;6.673;52.0;413834.0;164598.0;Gringo: The Dangerous Life of John McAfee;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;413834.0;Allison Adonizio;John McAfee;no actors;no actors;no actors;Nanette Burstein
In 1967, four undercover CIA agents were sent to NASA posing as a documentary film crew. What they discovered led to one of the biggest conspiracies in American history.;6.266;/3ngw7s1fa0eJL19fJ6Jw0bTQg3n.jpg;6.123;154.0;376453.0;164606.0;Operation Avalanche;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;376453.0;Owen Williams;Sharon Belle;Krista Madison;Joe J. Thomas;John Henry Robson;Matt Johnson
Returning to Saint Petersburg after a long exile, the dashing Yakovlev, a retired army officer, makes a comfortable living by winning other people's duels. An enigmatic, focused, and extremely skilled professional, he leaves a trail of dead bodies behind him as he swirls through polite society, frequently called upon to wield a pistol as a surrogate in duels at dawn. But when Yakovlev meets the naïve young Prince Tuchov and his beautiful sister, Princess Martha, the normally cold-hearted mercenary is surprised by hitherto undetected emotions. What transpires uncovers a series of revelations about his past and his present self.;7.242;/zlVkUY2bBJ5XYTDiry16u70oayQ.jpg;6.27;76.0;376565.0;164639.0;The Duelist;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;376565.0;Pyotr Fyodorov;Vladimir Mashkov;Franziska Petri;Martin Wuttke;Sergey Garmash;Alexey Mizgirev
Quiet Jose woos cafe worker Ana, but she is unaware he has intentions other than the purely romantic.;12.391;/t2eyq20mFve0M0h3ocQWgdG6iB.jpg;6.552;382.0;411638.0;164649.0;The Fury of a Patient Man;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;411638.0;Antonio de la Torre;Luis Callejo;Ruth Díaz;Raúl Jiménez;Manolo Solo;Raúl Arévalo
No other band in rock'n'roll history has rivaled The Stooges' combination of heavy primal throb, spiked psychedelia, blues-a-billy grind, complete with succinct angst-ridden lyrics, and a snarling, preening leopard of a frontman who somehow embodies Nijinsky, Bruce Lee, Harpo Marx, and Arthur Rimbaud all rolled into one. There is no precedent for The Stooges, while those inspired by them are now legion.  The film will present the context of their emergence musically, culturally, politically, historically, and relate their adventures and misadventures while charting their inspirations and the reasons behind their initial commercial challenges, as well as their long-lasting legacy.;7.265;/aHfTr5dknfXEh3jzvyopbWsBhM2.jpg;6.854;99.0;392820.0;164655.0;Gimme Danger;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;392820.0;Iggy Pop;Ron Asheton;Scott Asheton;James Williamson;Dave Alexander;Jim Jarmusch
1984. One shiny quarter. 44.5 hours of continuous play. The race to be the first gamer in history to score one BILLION points. Until recently, Timothy McVey (not the terrorist) thought he had — for all these years — held the world record on Nibbler.;3.225;/bchqN86xPBGUxzoS9YY8OUwFsAi.jpg;6.6;64.0;356335.0;164699.0;Man vs. Snake;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;356335.0;Tim McVey;Dwayne Richard;Tom Asaki;Billy Mitchell;Walter Day;Andrew Seklir
When characters from the movie musical “Wet Side Story” get stuck in the real world, teens Brady and Mack must find a way to return them home.;17.695;/fa7kzaraZaCVO559kp7yMASACCF.jpg;6.758;509.0;325189.0;164729.0;Teen Beach 2;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;325189.0;Ross Lynch;Maia Mitchell;Gracie Gillam;Garrett Clayton;John DeLuca;Jeffrey Hornaday
A woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering.;30.365;/4VOyofBd1pexblxtDZYtYIk7NI4.jpg;6.304;1753.0;339967.0;164821.0;Colossal;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;339967.0;Anne Hathaway;Jason Sudeikis;Tim Blake Nelson;Dan Stevens;Austin Stowell;Nacho Vigalondo
A contemporary musical version of the classic Cinderella story in which the servant step daughter hope to compete in a musical competition for a famous pop star.;45.871;/qtxOA6Sb8lK1PfRiwduxYVuzaEv.jpg;7.217;759.0;407655.0;164869.0;A Cinderella Story: If the Shoe Fits;2016;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;407655.0;Sofia Carson;Thomas Law;Jennifer Tilly;Jazzara Jaslyn;Nicole Fortuin;Michelle Johnston
Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.;9.479;/o5hdBcCUHRTnav6KVwtowZkYVZp.jpg;7.016;380.0;408508.0;164899.0;Blue Jay;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;408508.0;Mark Duplass;Sarah Paulson;Clu Gulager;James Andrews;Harris Benbury;Alexandre Lehmann
A celebration of the universe, displaying the whole of time, from its start to its final collapse. This film examines all that occurred to prepare the world that stands before us now: science and spirit, birth and death, the grand cosmos and the minute life systems of our planet. (Wide release version with narration by Cate Blanchett.);9.808;/by2hTbppbkyhQ2ddALHzXlUq8LM.jpg;6.245;143.0;86822.0;164905.0;Voyage of Time: Life's Journey;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;86822.0;Cate Blanchett;Theo Bongani Ndyalvane;no actors;no actors;no actors;Terrence Malick
Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.;34.211;/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg;7.883;14587.0;313369.0;164909.0;La La Land;2016;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;313369.0;Ryan Gosling;Emma Stone;John Legend;Rosemarie DeWitt;J.K. Simmons;Damien Chazelle
An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.;8.733;/tcKNWD6IFPPsvkpvyZ548naz0is.jpg;8.004;646.0;407806.0;164917.0;13th;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;407806.0;Jelani Cobb;Angela Davis;Henry Louis Gates, Jr.;Michelle Alexander;Cory Booker;Ava DuVernay
Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.;11.694;/adrno1y0mKpMwjSlMQojZEUk82V.jpg;7.156;728.0;334517.0;164931.0;The Siege of Jadotville;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;334517.0;Jamie Dornan;Guillaume Canet;Mark Strong;Jason O'Mara;Michael McElhatton;Richie Smyth
An unscrupulous debt collector who is a prominent member of the Moscow elite has just a few hours to refute an accusation that might cost him his job and his life.;3.182;/mscFt28myEJNHKTWNbJXYZamkHa.jpg;7.112;67.0;401861.0;164933.0;Collector;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;401861.0;Konstantin Khabenskiy;Evgeniy Stychkin;Kseniya Buravskaya;Polina Agureyeva;Kirill Pletnev;Alexey Krasovsky
Set in the beautiful high Pyrenees in south-west France, Damien lives with his mother Marianne, a doctor, while his father, a pilot, is on a tour of duty abroad with the French military. At school, Damien is bullied by Thomas,  who lives in the farming community up in the mountains. The boys find themselves living together when Marianne invites Thomas to come and stay with them while his mother is ill in hospital. Damien must learn to live with the boy who terrorised him.;6.864;/eDmlUt0lyS0aJ9OwkHA5qoAK8Kt.jpg;6.9;316.0;377154.0;164935.0;Being 17;2016;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;377154.0;Sandrine Kiberlain;Kacey Mottet Klein;Jean Fornerod;Corentin Fila;Mama Prassinos;André Téchiné
